"home","away","margin","week","site","FBS","home_conf","away_conf","home_AP","away_AP"
"SMU","MIA",6,10,1,1,"ACC","ACC",NA,11
"BC","ND",-15,10,1,1,"ACC","ind",NA,12
"KSU","TTU",-23,10,1,1,"BIG12","BIG12",NA,13
"TENN","OU",-6,10,1,1,"SEC","SEC",14,18
"CAL","UVA",-10,10,1,1,"ACC","ACC",NA,15
"VT","LOU",-12,10,1,1,"ACC","ACC",NA,16
"UTAH","CIN",31,10,1,1,"BIG12","BIG12",24,17
"MICH","PUR",5,10,1,1,"BIG10","BIG10",21,NA
"HOU","WVU",-10,10,1,1,"BIG12","BIG12",22,NA
"NEB","USC",-4,10,1,1,"BIG10","BIG10",NA,23
"ILL","RUTG",22,10,1,1,"BIG10","BIG10",NA,NA
"CLEM","DUKE",-1,10,1,1,"ACC","ACC",NA,NA
"BAY","UCF",27,10,1,1,"BIG12","BIG12",NA,NA
"CONN","UAB",19,10,1,1,"ind","AMERICAN",NA,NA
"AFA","ARMY",-3,10,1,1,"MTNWEST","AMERICAN",NA,NA
"UNT","NAVY",14,10,1,1,"AMERICAN","AMERICAN",NA,NA
"BGSU","BUFF",-25,10,1,1,"MAC","MAC",NA,NA
"ISU","ASU",-5,10,1,1,"BIG12","BIG12",NA,NA
"TEM","ECU",-31,10,1,1,"AMERICAN","AMERICAN",NA,NA
"UNLV","UNM",-5,10,1,1,"MTNWEST","MTNWEST",NA,NA
"MINN","MSU",3,10,1,1,"BIG10","BIG10",NA,NA
"STAN","PITT",-15,10,1,1,"ACC","ACC",NA,NA
"LIB","DEL",29,10,1,1,"cUSA","cUSA",NA,NA
"WKU","NMSU",19,10,1,1,"cUSA","cUSA",NA,NA
"BOIS","FRES",-23,10,1,1,"MTNWEST","MTNWEST",NA,NA
"ULM","ODU",-25,10,1,1,"SUNBELT","SUNBELT",NA,NA
"USA","UL",-9,10,1,1,"SUNBELT","SUNBELT",NA,NA
"ARK","MSST",-3,10,1,1,"SEC","SEC",NA,NA
"KU","OKST",17,10,1,1,"BIG12","BIG12",NA,NA
"WMU","CMU",3,10,1,1,"MAC","MAC",NA,NA
"COLO","ARIZ",-35,10,1,1,"BIG12","BIG12",NA,NA
"SDSU","WYO",17,10,1,1,"MTNWEST","MTNWEST",NA,NA
"AUB","UK",-7,10,1,1,"SEC","SEC",NA,NA
"ORST","WSU",3,10,1,1,"PAC12","PAC12",NA,NA
"FSU","WAKE",35,10,1,1,"ACC","ACC",NA,NA
"TROY","ARST",-13,10,1,1,"SUNBELT","SUNBELT",NA,NA
"SJSU","HAW",7,10,1,1,"MTNWEST","MTNWEST",NA,NA
"AKR","MASS",34,11,1,1,"MAC","ind",NA,NA
"OHIO","M-OH",4,11,1,1,"MAC","MAC",NA,NA
"BALL","KENT",4,11,1,1,"MAC","MAC",NA,NA
"TOL","NIU",39,11,1,1,"MAC","MAC",NA,NA
"APP","GASO",-2,11,1,0,NA,"SUNBELT",NA,NA
"USF","UTSA",32,11,1,1,"AMERICAN","AMERICAN",NA,NA
"USC","NU",21,11,1,1,"BIG10","BIG10",19,NA
"UCF","HOU",-3,11,1,1,"BIG12","BIG12",NA,NA
"MEM","TULN",-6,11,1,1,"AMERICAN","AMERICAN",NA,NA
"PUR","OSU",-24,11,1,1,"BIG10","BIG10",NA,1
"PSU","IU",-3,11,1,1,"BIG10","BIG10",NA,2
"MIZ","TA&M",-21,11,1,1,"SEC","SEC",22,3
"ALA","LSU",11,11,1,1,"SEC","SEC",4,NA
"MSST","UGA",-20,11,1,1,"SEC","SEC",NA,5
"MISS","CIT",49,11,1,0,"SEC",NA,6,NA
"TTU","BYU",22,11,1,1,"BIG12","BIG12",8,7
"IOWA","ORE",-2,11,1,1,"BIG10","BIG10",20,9
"ND","NAVY",39,11,1,1,"ind","AMERICAN",10,NA
"UVA","WAKE",-7,11,1,1,"ACC","ACC",14,NA
"LOU","CAL",-3,11,1,1,"ACC","ACC",15,NA
"VAN","AUB",7,11,1,1,"SEC","SEC",16,NA
"MIA","SYR",28,11,1,1,"ACC","ACC",18,NA
"WIS","WASH",3,11,1,1,"BIG10","BIG10",NA,23
"BC","SMU",-32,11,1,1,"ACC","ACC",NA,NA
"WVU","COLO",7,11,1,1,"BIG12","BIG12",NA,NA
"MRSH","JMU",-12,11,1,1,"SUNBELT","SUNBELT",NA,NA
"ARST","USM",-6,11,1,1,"SUNBELT","SUNBELT",NA,NA
"ARMY","TEM",1,11,1,1,"AMERICAN","AMERICAN",NA,NA
"LIB","MOST",-4,11,1,1,"cUSA","cUSA",NA,NA
"EMU","BGSU",6,11,1,1,"MAC","MAC",NA,NA
"RICE","UAB",7,11,1,1,"AMERICAN","AMERICAN",NA,NA
"RUTG","MD",15,11,1,1,"BIG10","BIG10",NA,NA
"DEL","LT",1,11,1,1,"cUSA","cUSA",NA,NA
"MTSU","FIU",-26,11,1,1,"cUSA","cUSA",NA,NA
"UTEP","JVST",-3,11,1,1,"cUSA","cUSA",NA,NA
"ECU","CLT",26,11,1,1,"AMERICAN","AMERICAN",NA,NA
"FAU","TLSA",19,11,1,1,"AMERICAN","AMERICAN",NA,NA
"CONN","DUKE",3,11,1,1,"ind","ACC",NA,NA
"ARIZ","KU",4,11,1,1,"BIG12","BIG12",NA,NA
"TCU","ISU",-3,11,1,1,"BIG12","BIG12",NA,NA
"NMSU","KENN",-3,11,1,1,"cUSA","cUSA",NA,NA
"CCU","GAST",13,11,1,1,"SUNBELT","SUNBELT",NA,NA
"UNC","STAN",5,11,1,1,"ACC","ACC",NA,NA
"UL","TXST",3,11,1,1,"SUNBELT","SUNBELT",NA,NA
"SJSU","AFA",-10,11,1,1,"MTNWEST","MTNWEST",NA,NA
"CLEM","FSU",14,11,1,1,"ACC","ACC",NA,NA
"UK","FLA",31,11,1,1,"SEC","SEC",NA,NA
"USU","NEV",37,11,1,1,"MTNWEST","MTNWEST",NA,NA
"UCLA","NEB",-7,11,1,1,"BIG10","BIG10",NA,NA
"CSU","UNLV",-32,11,1,1,"MTNWEST","MTNWEST",NA,NA
"ORST","SHSU",-4,11,1,1,"PAC12","cUSA",NA,NA
"HAW","SDSU",32,11,1,1,"MTNWEST","MTNWEST",NA,NA
"AKR","KENT",-7,12,1,1,"MAC","MAC",NA,NA
"WMU","OHIO",4,12,1,1,"MAC","MAC",NA,NA
"CMU","BUFF",19,12,1,1,"MAC","MAC",NA,NA
"MASS","NIU",-42,12,1,1,"ind","MAC",NA,NA
"M-OH","TOL",-21,12,1,1,"MAC","MAC",NA,NA
"ODU","TROY",33,12,1,1,"SUNBELT","SUNBELT",NA,NA
"ORE","MINN",29,12,1,1,"BIG10","BIG10",8,NA
"LOU","CLEM",-1,12,1,1,"ACC","ACC",20,NA
"OSU","UCLA",38,12,1,1,"BIG10","BIG10",1,NA
"IU","WIS",24,12,1,1,"BIG10","BIG10",2,NA
"TA&M","SC",1,12,1,1,"SEC","SEC",3,NA
"ALA","OU",-2,12,1,1,"SEC","SEC",4,11
"UGA","TEX",25,12,1,1,"SEC","SEC",5,10
"TTU","UCF",39,12,1,1,"BIG12","BIG12",6,NA
"MISS","FLA",10,12,1,1,"SEC","SEC",7,NA
"PITT","ND",-22,12,1,1,"ACC","ind",22,9
"BYU","TCU",31,12,1,1,"BIG12","BIG12",12,NA
"BAY","UTAH",-27,12,1,1,"BIG12","BIG12",NA,13
"MIA","NCSU",34,12,1,1,"ACC","ACC",15,NA
"BC","GT",-2,12,1,1,"ACC","ACC",NA,16
"USC","IOWA",5,12,1,1,"BIG10","BIG10",17,21
"NU","MICH",-2,12,1,1,"BIG10","BIG10",NA,18
"DUKE","UVA",-17,12,1,1,"ACC","ACC",NA,19
"TENN","NMSU",33,12,1,1,"SEC","cUSA",23,NA
"NAVY","USF",3,12,1,1,"AMERICAN","AMERICAN",NA,24
"CIN","ARIZ",-6,12,1,1,"BIG12","BIG12",25,NA
"OKST","KSU",-8,12,1,1,"BIG12","BIG12",NA,NA
"CONN","AFA",10,12,1,1,"ind","MTNWEST",NA,NA
"CLT","UTSA",-21,12,1,1,"AMERICAN","AMERICAN",NA,NA
"BALL","EMU",-15,12,1,1,"MAC","MAC",NA,NA
"LSU","ARK",1,12,1,1,"SEC","SEC",NA,NA
"TLSA","ORST",17,12,1,1,"AMERICAN","PAC12",NA,NA
"ASU","WVU",2,12,1,1,"BIG12","BIG12",NA,NA
"UK","TNTC",32,12,1,0,"SEC",NA,NA,NA
"GAST","MRSH",-12,12,1,1,"SUNBELT","SUNBELT",NA,NA
"UAB","UNT",-29,12,1,1,"AMERICAN","AMERICAN",NA,NA
"MOST","UTEP",14,12,1,1,"cUSA","cUSA",NA,NA
"UNM","CSU",3,12,1,1,"MTNWEST","MTNWEST",NA,NA
"MSU","PSU",-18,12,1,1,"BIG10","BIG10",NA,NA
"ILL","MD",18,12,1,1,"BIG10","BIG10",NA,NA
"WKU","MTSU",16,12,1,1,"cUSA","cUSA",NA,NA
"NEV","SJSU",45,12,1,1,"MTNWEST","MTNWEST",NA,NA
"JMU","APP",48,12,1,0,"SUNBELT",NA,NA,NA
"ULM","USA",-12,12,1,1,"SUNBELT","SUNBELT",NA,NA
"USM","TXST",-27,12,1,1,"SUNBELT","SUNBELT",NA,NA
"ECU","MEM",4,12,1,1,"AMERICAN","AMERICAN",NA,NA
"TULN","FAU",11,12,1,1,"AMERICAN","AMERICAN",NA,NA
"WAKE","UNC",16,12,1,1,"ACC","ACC",NA,NA
"FIU","LIB",7,12,1,1,"cUSA","cUSA",NA,NA
"GASO","CCU",5,12,1,1,"SUNBELT","SUNBELT",NA,NA
"WASH","PUR",36,12,1,1,"BIG10","BIG10",NA,NA
"SHSU","DEL",3,12,1,1,"cUSA","cUSA",NA,NA
"UNLV","USU",3,12,1,1,"MTNWEST","MTNWEST",NA,NA
"FSU","VT",20,12,1,1,"ACC","ACC",NA,NA
"MIZ","MSST",22,12,1,1,"SEC","SEC",NA,NA
"JVST","KENN",9,12,1,1,"cUSA","cUSA",NA,NA
"WSU","LT",25,12,1,1,"PAC12","cUSA",NA,NA
"SDSU","BOIS",10,12,1,1,"MTNWEST","MTNWEST",NA,NA
"FRES","WYO",21,12,1,1,"MTNWEST","MTNWEST",NA,NA
"BGSU","AKR",-3,13,1,1,"MAC","MAC",NA,NA
"NIU","WMU",-16,13,1,1,"MAC","MAC",NA,NA
"OHIO","MASS",28,13,1,1,"MAC","ind",NA,NA
"BUFF","M-OH",-17,13,1,1,"MAC","MAC",NA,NA
"KENT","CMU",-12,13,1,1,"MAC","MAC",NA,NA
"ARST","UL",-4,13,1,1,"SUNBELT","SUNBELT",NA,NA
"NCSU","FSU",10,13,1,1,"ACC","ACC",NA,NA
"UNLV","HAW",28,13,1,1,"MTNWEST","MTNWEST",NA,NA
"OSU","RUTG",33,13,1,1,"BIG10","BIG10",1,NA
"TA&M","SAM",48,13,1,0,"SEC",NA,3,NA
"UGA","CLT",32,13,1,1,"SEC","AMERICAN",4,NA
"ORE","USC",15,13,1,1,"BIG10","BIG10",7,15
"OU","MIZ",11,13,1,1,"SEC","SEC",8,22
"ND","SYR",63,13,1,1,"ind","ACC",9,NA
"ALA","EIU",56,13,1,0,"SEC",NA,10,NA
"CIN","BYU",-12,13,1,1,"BIG12","BIG12",NA,11
"UTAH","KSU",4,13,1,1,"BIG12","BIG12",12,NA
"VT","MIA",-17,13,1,1,"ACC","ACC",NA,13
"VAN","UK",28,13,1,1,"SEC","SEC",14,NA
"GT","PITT",-14,13,1,1,"ACC","ACC",16,NA
"TEX","ARK",15,13,1,1,"SEC","SEC",17,NA
"MD","MICH",-25,13,1,1,"BIG10","BIG10",NA,18
"FLA","TENN",-20,13,1,1,"SEC","SEC",NA,20
"WIS","ILL",17,13,1,1,"BIG10","BIG10",NA,21
"HOU","TCU",-3,13,1,1,"BIG12","BIG12",23,NA
"TEM","TULN",-24,13,1,1,"AMERICAN","AMERICAN",NA,24
"COLO","ASU",-25,13,1,1,"BIG12","BIG12",NA,25
"NU","MINN",3,13,1,1,"BIG10","BIG10",NA,NA
"SMU","LOU",32,13,1,1,"ACC","ACC",NA,NA
"WAKE","DEL",38,13,1,1,"ACC","cUSA",NA,NA
"ISU","KU",24,13,1,1,"BIG12","BIG12",NA,NA
"ARMY","TLSA",-1,13,1,1,"AMERICAN","AMERICAN",NA,NA
"JMU","WSU",4,13,1,1,"SUNBELT","PAC12",NA,NA
"ARIZ","BAY",24,13,1,1,"BIG12","BIG12",NA,NA
"GASO","ODU",-35,13,1,1,"SUNBELT","SUNBELT",NA,NA
"AUB","MER",45,13,1,0,"SEC",NA,NA,NA
"KENN","MOST",7,13,1,1,"cUSA","cUSA",NA,NA
"WYO","NEV",-6,13,1,1,"MTNWEST","MTNWEST",NA,NA
"TOL","BALL",29,13,1,1,"MAC","MAC",NA,NA
"APP","MRSH",2,13,1,0,NA,"SUNBELT",NA,NA
"FAU","CONN",-3,13,1,1,"AMERICAN","ind",NA,NA
"LT","LIB",6,13,1,1,"cUSA","cUSA",NA,NA
"MTSU","SHSU",14,13,1,1,"cUSA","cUSA",NA,NA
"UTEP","NMSU",-3,13,1,1,"cUSA","cUSA",NA,NA
"UAB","USF",-30,13,1,1,"AMERICAN","AMERICAN",NA,NA
"IOWA","MSU",3,13,1,1,"BIG10","BIG10",NA,NA
"UNC","DUKE",-7,13,1,1,"ACC","ACC",NA,NA
"FIU","JVST",6,13,1,1,"cUSA","cUSA",NA,NA
"USA","USM",7,13,1,1,"SUNBELT","SUNBELT",NA,NA
"UTSA","ECU",34,13,1,1,"AMERICAN","AMERICAN",NA,NA
"UCF","OKST",3,13,1,1,"BIG12","BIG12",NA,NA
"TROY","GAST",12,13,1,1,"SUNBELT","SUNBELT",NA,NA
"SC","CCU",44,13,1,1,"SEC","SUNBELT",NA,NA
"CLEM","FUR",35,13,1,0,"ACC",NA,NA,NA
"TXST","ULM",17,13,1,1,"SUNBELT","SUNBELT",NA,NA
"PSU","NEB",27,13,1,1,"BIG10","BIG10",NA,NA
"AFA","UNM",-17,13,1,1,"MTNWEST","MTNWEST",NA,NA
"BOIS","CSU",28,13,1,1,"MTNWEST","MTNWEST",NA,NA
"STAN","CAL",21,13,1,1,"ACC","ACC",NA,NA
"RICE","UNT",-32,13,1,1,"AMERICAN","AMERICAN",NA,NA
"LSU","WKU",3,13,1,1,"SEC","cUSA",NA,NA
"UCLA","WASH",-34,13,1,1,"BIG10","BIG10",NA,NA
"FRES","USU",-11,13,1,1,"MTNWEST","MTNWEST",NA,NA
"SDSU","SJSU",22,13,1,1,"MTNWEST","MTNWEST",NA,NA
"MASS","BGSU",-31,14,1,1,"ind","MAC",NA,NA
"EMU","WMU",-10,14,1,1,"MAC","MAC",NA,NA
"MEM","NAVY",-11,14,1,1,"AMERICAN","AMERICAN",NA,NA
"PUR","IU",-53,14,1,1,"BIG10","BIG10",NA,2
"TEX","TA&M",10,14,1,1,"SEC","SEC",16,3
"GT","UGA",-7,14,1,1,"ACC","SEC",23,4
"MSST","MISS",-19,14,1,1,"SEC","SEC",NA,7
"KU","UTAH",-10,14,1,1,"BIG12","BIG12",NA,13
"ASU","ARIZ",-16,14,1,1,"BIG12","BIG12",20,25
"NEB","IOWA",-24,14,1,1,"BIG10","BIG10",NA,NA
"BUFF","OHIO",-5,14,1,1,"MAC","MAC",NA,NA
"NIU","KENT",-4,14,1,1,"MAC","MAC",NA,NA
"CSU","AFA",-21,14,1,1,"MTNWEST","MTNWEST",NA,NA
"UNM","SDSU",6,14,1,1,"MTNWEST","MTNWEST",NA,NA
"UNT","TEM",27,14,1,1,"AMERICAN","AMERICAN",NA,NA
"USU","BOIS",-1,14,1,1,"MTNWEST","MTNWEST",NA,NA
"MICH","OSU",-18,14,1,1,"BIG10","BIG10",15,1
"WVU","TTU",-49,14,1,1,"BIG12","BIG12",NA,5
"WASH","ORE",-12,14,1,1,"BIG10","BIG10",NA,6
"OU","LSU",4,14,1,1,"SEC","SEC",8,NA
"STAN","ND",-29,14,1,1,"ACC","ind",NA,9
"AUB","ALA",-7,14,1,1,"SEC","SEC",NA,10
"BYU","UCF",20,14,1,1,"BIG12","BIG12",11,NA
"PITT","MIA",-31,14,1,1,"ACC","ACC",22,12
"TENN","VAN",-21,14,1,1,"SEC","SEC",19,14
"USC","UCLA",19,14,1,1,"BIG10","BIG10",17,NA
"UVA","VT",20,14,1,1,"ACC","ACC",18,NA
"CAL","SMU",3,14,1,1,"ACC","ACC",NA,21
"TULN","CLT",27,14,1,1,"AMERICAN","AMERICAN",24,NA
"LOU","UK",41,14,1,1,"ACC","SEC",NA,NA
"SC","CLEM",-14,14,1,1,"SEC","ACC",NA,NA
"BAY","HOU",-7,14,1,1,"BIG12","BIG12",NA,NA
"KSU","COLO",10,14,1,1,"BIG12","BIG12",NA,NA
"OKST","ISU",-7,14,1,1,"BIG12","BIG12",NA,NA
"FAU","ECU",-39,14,1,1,"AMERICAN","AMERICAN",NA,NA
"CMU","TOL",-18,14,1,1,"MAC","MAC",NA,NA
"M-OH","BALL",21,14,1,1,"MAC","MAC",NA,NA
"DEL","UTEP",30,14,1,1,"cUSA","cUSA",NA,NA
"SHSU","FIU",-40,14,1,1,"cUSA","cUSA",NA,NA
"MRSH","GASO",-5,14,1,1,"SUNBELT","SUNBELT",NA,NA
"JVST","WKU",3,14,1,1,"cUSA","cUSA",NA,NA
"MOST","LT",-12,14,1,1,"cUSA","cUSA",NA,NA
"ODU","GAST",17,14,1,1,"SUNBELT","SUNBELT",NA,NA
"APP","ARST",-1,14,1,0,NA,"SUNBELT",NA,NA
"SYR","BC",-22,14,1,1,"ACC","ACC",NA,NA
"NMSU","MTSU",-7,14,1,1,"cUSA","cUSA",NA,NA
"UL","ULM",3,14,1,1,"SUNBELT","SUNBELT",NA,NA
"TXST","USA",23,14,1,1,"SUNBELT","SUNBELT",NA,NA
"TLSA","UAB",-7,14,1,1,"AMERICAN","AMERICAN",NA,NA
"ARK","MIZ",-14,14,1,1,"SEC","SEC",NA,NA
"MINN","WIS",10,14,1,1,"BIG10","BIG10",NA,NA
"RUTG","PSU",-4,14,1,1,"BIG10","BIG10",NA,NA
"DUKE","WAKE",17,14,1,1,"ACC","ACC",NA,NA
"TCU","CIN",22,14,1,1,"BIG12","BIG12",NA,NA
"LIB","KENN",-6,14,1,1,"cUSA","cUSA",NA,NA
"USM","TROY",-10,14,1,1,"SUNBELT","SUNBELT",NA,NA
"UTSA","ARMY",-3,14,1,1,"AMERICAN","AMERICAN",NA,NA
"CCU","JMU",-49,14,1,1,"SUNBELT","SUNBELT",NA,NA
"FLA","FSU",19,14,1,1,"SEC","ACC",NA,NA
"WSU","ORST",24,14,1,1,"PAC12","PAC12",NA,NA
"MSU","MD",10,14,1,1,"BIG10","BIG10",NA,NA
"USF","RICE",49,14,1,1,"AMERICAN","AMERICAN",NA,NA
"ILL","NU",7,14,1,1,"BIG10","BIG10",NA,NA
"NCSU","UNC",23,14,1,1,"ACC","ACC",NA,NA
"NEV","UNLV",-25,14,1,1,"MTNWEST","MTNWEST",NA,NA
"SJSU","FRES",-27,14,1,1,"MTNWEST","MTNWEST",NA,NA
"HAW","WYO",20,14,1,1,"MTNWEST","MTNWEST",NA,NA
"TULN","UNT",13,15,1,1,"AMERICAN","AMERICAN",20,24
"JMU","TROY",17,15,1,1,"SUNBELT","SUNBELT",25,NA
"JVST","KENN",-4,15,1,1,"cUSA","cUSA",NA,NA
"BOIS","UNLV",17,15,1,1,"MTNWEST","MTNWEST",NA,NA
"OSU","IU",-3,15,1,1,"BIG10","BIG10",1,2
"ALA","UGA",-21,15,1,1,"SEC","SEC",9,3
"TTU","BYU",27,15,1,1,"BIG12","BIG12",4,11
"UVA","DUKE",-7,15,1,1,"ACC","ACC",17,NA
"WMU","M-OH",10,15,1,1,"MAC","MAC",NA,NA
